PT003341_PT003374_VB01636_R,PT003342_PT003375_VB01625_F,PT003341_PT003374_VB01636_R_+_PT003342_PT003375_VB01625_F
LL001194_R,LL001086_F,LL001194_R_+_LL001086_F
LL001367_R,LL000953_F,LL001367_R_+_LL000953_F
LL001392_R,LL000927_F,LL001392_R_+_LL000927_F
LL001553_R,LL000833_F,LL001553_R_+_LL000833_F
LL001574_R,LL000803_F,LL001574_R_+_LL000803_F
LL001633_R,LL000760_F,LL001633_R_+_LL000760_F
PT004719_R,PT003587_PT004718_F,PT004719_R_+_PT003587_PT004718_F
LL000785_R,LL000792_F,LL000785_R_+_LL000792_F
LL000985_R,LL000992_F,LL000985_R_+_LL000992_F
LL000996_R,LL001003_F,LL000996_R_+_LL001003_F
PT018594_VB03481_R,PT018600_VB03487_F,PT018594_VB03481_R_+_PT018600_VB03487_F
LL001313_R,LL000999_F,LL001313_R_+_LL000999_F
LL001336_R,LL000988_F,LL001336_R_+_LL000988_F
LL001595_R,LL000788_F,LL001595_R_+_LL000788_F
PT005104_R,PT005105_F,PT005104_R_+_PT005105_F
PT005119_R,PT005121_F,PT005119_R_+_PT005121_F
PT018603_VB03489_R,PT018596_VB03483_F,PT018603_VB03489_R_+_PT018596_VB03483_F
LL000957_R,LL000962_F,LL000957_R_+_LL000962_F
LL000191_R,LL000194_F,LL000191_R_+_LL000194_F
LL000730_R,LL001638_F,LL000730_R_+_LL001638_F
LL000811_R,LL001567_F,LL000811_R_+_LL001567_F
LL000847_R,LL001518_F,LL000847_R_+_LL001518_F
LL000862_R,LL001516_F,LL000862_R_+_LL001516_F
LL000877_R,LL001514_F,LL000877_R_+_LL001514_F
LL000911_R,LL001429_F,LL000911_R_+_LL001429_F
LL001038_R,LL001250_F,LL001038_R_+_LL001250_F
LL001072_R,LL001199_F,LL001072_R_+_LL001199_F
LL001094_R,LL001187_F,LL001094_R_+_LL001187_F
PT025009_PT025032_R,PT025019_PT025042_F,PT025009_PT025032_R_+_PT025019_PT025042_F
PT025056_PT025079_R,PT025066_PT025089_F,PT025056_PT025079_R_+_PT025066_PT025089_F
LL000415_R,LL000413_F,LL000415_R_+_LL000413_F
LL001268_R,LL001025_F,LL001268_R_+_LL001025_F
LL001298_R,LL001004_F,LL001298_R_+_LL001004_F
LL001536_R,LL000834_F,LL001536_R_+_LL000834_F
LL001580_R,LL000793_F,LL001580_R_+_LL000793_F
PT018598_VB03485_R,PT018593_VB03480_F,PT018598_VB03485_R_+_PT018593_VB03480_F
LL000047_R,LL000065_F,LL000047_R_+_LL000065_F
PT003014_PT011849_VB03933_R,PT003019_PT011854_VB03944_F,PT003014_PT011849_VB03933_R_+_PT003019_PT011854_VB03944_F
PT004987_PT007840_PT022553_PT022589_PT022651_PT022687_VB02270_R,PT022598_PT022696_F,PT004987_PT007840_PT022553_PT022589_PT022651_PT022687_VB02270_R_+_PT022598_PT022696_F
PT000187_VB01242_R,PT000174_VB01230_VB01924_F,PT000187_VB01242_R_+_PT000174_VB01230_VB01924_F
PT002356_R,PT002348_F,PT002356_R_+_PT002348_F
PT006344_R,PT006340_F,PT006344_R_+_PT006340_F
PT006348_VB04286_R,PT006345_VB04283_F,PT006348_VB04286_R_+_PT006345_VB04283_F
LL000963_R,LL000965_F,LL000963_R_+_LL000965_F
LL001176_R,LL001184_F,LL001176_R_+_LL001184_F
LL001227_R,LL001219_F,LL001227_R_+_LL001219_F
LL001243_R,LL001235_F,LL001243_R_+_LL001235_F
LL001289_R,LL001281_F,LL001289_R_+_LL001281_F
LL001326_R,LL001318_F,LL001326_R_+_LL001318_F
LL001375_R,LL001383_F,LL001375_R_+_LL001383_F
LL001474_R,LL001466_F,LL001474_R_+_LL001466_F
LL001563_R,LL001561_F,LL001563_R_+_LL001561_F
LL001604_R,LL001602_F,LL001604_R_+_LL001602_F
LL001624_R,LL001622_F,LL001624_R_+_LL001622_F
LL001820_R,LL001818_F,LL001820_R_+_LL001818_F
LL001861_R,LL001859_F,LL001861_R_+_LL001859_F
LL001609_R,LL001615_F,LL001609_R_+_LL001615_F
PT001302_PT001384_PT013660_PT013715_R,PT001309_PT013667_F,PT001302_PT001384_PT013660_PT013715_R_+_PT001309_PT013667_F
PT001317_PT013674_R,PT001324_PT013681_F,PT001317_PT013674_R_+_PT001324_PT013681_F
PT014404_PT018619_VB03544_VB03626_R,PT018622_VB03547_F,PT014404_PT018619_VB03544_VB03626_R_+_PT018622_VB03547_F
PT017365_VB04489_R,PT017362_F,PT017365_VB04489_R_+_PT017362_F
VB00095_VB04405_R,PT007100_PT014388_VB04407_F,VB00095_VB04405_R_+_PT007100_PT014388_VB04407_F
VB00542_R,VB00544_F,VB00542_R_+_VB00544_F
LL000720_R,LL001644_F,LL000720_R_+_LL001644_F
LL001275_R,LL001276_F,LL001275_R_+_LL001276_F
LL001305_R,LL001306_F,LL001305_R_+_LL001306_F
LL001543_R,LL001544_F,LL001543_R_+_LL001544_F
LL001587_R,LL001588_F,LL001587_R_+_LL001588_F
PT000934_PT003665_PT003666_PT013449_VB04521_R,PT003657_PT003658_VB03157_VB03967_F,PT000934_PT003665_PT003666_PT013449_VB04521_R_+_PT003657_PT003658_VB03157_VB03967_F
PT001707_VB01408_VB01934_R,PT001702_VB01411_VB01935_F,PT001707_VB01408_VB01934_R_+_PT001702_VB01411_VB01935_F
VB03673_R,VB03649_F,VB03673_R_+_VB03649_F
LL001201_R,LL001202_F,LL001201_R_+_LL001202_F
LL001340_R,LL001341_F,LL001340_R_+_LL001341_F
LL001412_R,LL001413_F,LL001412_R_+_LL001413_F
LL001431_R,LL001432_F,LL001431_R_+_LL001432_F
LL001448_R,LL001449_F,LL001448_R_+_LL001449_F
LL001482_R,LL001483_F,LL001482_R_+_LL001483_F
LL002100_R,LL002101_F,LL002100_R_+_LL002101_F
PT000137_PT013211_R,PT000133_PT013207_F,PT000137_PT013211_R_+_PT000133_PT013207_F
PT000180_VB01217_VB01920_R,PT000177_VB01218_VB01921_F,PT000180_VB01217_VB01920_R_+_PT000177_VB01218_VB01921_F
PT002341_R,PT002342_F,PT002341_R_+_PT002342_F
LL001551_R,LL001557_F,LL001551_R_+_LL001557_F
LL001192_R,LL001198_F,LL001192_R_+_LL001198_F
LL001365_R,LL001371_F,LL001365_R_+_LL001371_F
LL001390_R,LL001396_F,LL001390_R_+_LL001396_F
LL001572_R,LL001578_F,LL001572_R_+_LL001578_F
LL001631_R,LL001637_F,LL001631_R_+_LL001637_F
LL001219_R,LL001229_F,LL001219_R_+_LL001229_F
LL001235_R,LL001245_F,LL001235_R_+_LL001245_F
LL001281_R,LL001291_F,LL001281_R_+_LL001291_F
LL001318_R,LL001328_F,LL001318_R_+_LL001328_F
LL001466_R,LL001476_F,LL001466_R_+_LL001476_F
LL001818_R,LL001821_F,LL001818_R_+_LL001821_F
PT000230_PT013265_R,PT000224_PT013259_F,PT000230_PT013265_R_+_PT000224_PT013259_F
PT001788_PT013883_R,PT001790_PT013885_F,PT001788_PT013883_R_+_PT001790_PT013885_F
PT019008_PT019021_PT019034_VB04337_R,PT019012_PT019025_PT019037_VB02790_VB04343_F,PT019008_PT019021_PT019034_VB04337_R_+_PT019012_PT019025_PT019037_VB02790_VB04343_F
LL000788_R,LL000792_F,LL000788_R_+_LL000792_F
LL000988_R,LL000992_F,LL000988_R_+_LL000992_F
LL000999_R,LL001003_F,LL000999_R_+_LL001003_F
PT005105_R,PT005109_F,PT005105_R_+_PT005109_F
PT005121_R,PT005129_VB00958_F,PT005121_R_+_PT005129_VB00958_F
PT018596_VB03483_R,PT018600_VB03487_F,PT018596_VB03483_R_+_PT018600_VB03487_F
LL002001_R,LL002000_F,LL002001_R_+_LL002000_F
PT000084_PT001983_PT002445_PT002454_PT010003_PT014023_VB01460_R,PT000523_VB01445_VB01953_F,PT000084_PT001983_PT002445_PT002454_PT010003_PT014023_VB01460_R_+_PT000523_VB01445_VB01953_F
PT000251_VB00042_R,PT000249_PT013271_F,PT000251_VB00042_R_+_PT000249_PT013271_F
PT000258_PT013280_R,PT000256_PT013278_F,PT000258_PT013280_R_+_PT000256_PT013278_F
PT001806_PT013901_R,PT001803_PT013898_F,PT001806_PT013901_R_+_PT001803_PT013898_F
PT001870_R,PT001871_F,PT001870_R_+_PT001871_F
PT016878_R,PT016879_F,PT016878_R_+_PT016879_F
PT017364_VB04490_R,PT017365_VB04489_F,PT017364_VB04490_R_+_PT017365_VB04489_F
PT017378_VB04497_R,PT017379_VB04496_F,PT017378_VB04497_R_+_PT017379_VB04496_F
PT018624_VB01462_VB03549_VB03627_R,PT014404_PT018619_VB03544_VB03626_F,PT018624_VB01462_VB03549_VB03627_R_+_PT014404_PT018619_VB03544_VB03626_F
LL001566_R,LL000821_F,LL001566_R_+_LL000821_F
LL001226_R,LL001232_F,LL001226_R_+_LL001232_F
LL001242_R,LL001248_F,LL001242_R_+_LL001248_F
LL001288_R,LL001294_F,LL001288_R_+_LL001294_F
LL001325_R,LL001331_F,LL001325_R_+_LL001331_F
PT000168_PT000691_PT013240_PT013361_R,PT000697_PT013367_F,PT000168_PT000691_PT013240_PT013361_R_+_PT000697_PT013367_F
PT000225_PT013260_R,PT000232_PT013267_F,PT000225_PT013260_R_+_PT000232_PT013267_F
PT000913_PT001010_R,PT000897_VB03661_F,PT000913_PT001010_R_+_PT000897_VB03661_F
LL000261_R,LL000259_F,LL000261_R_+_LL000259_F
LL001164_R,LL001151_F,LL001164_R_+_LL001151_F
LL001263_R,LL001029_F,LL001263_R_+_LL001029_F
LL001408_R,LL000919_F,LL001408_R_+_LL000919_F
LL001510_R,LL000885_F,LL001510_R_+_LL000885_F
LL001531_R,LL000838_F,LL001531_R_+_LL000838_F
LL001089_R,LL001090_F,LL001089_R_+_LL001090_F
LL001107_R,LL001108_F,LL001107_R_+_LL001108_F
PT001697_R,PT001696_PT005087_VB01915_F,PT001697_R_+_PT001696_PT005087_VB01915_F
PT002986_PT003021_PT011856_VB02850_VB03935_R,PT003009_PT011844_PT014726_PT014745_VB00509_VB02851_VB03936_F,PT002986_PT003021_PT011856_VB02850_VB03935_R_+_PT003009_PT011844_PT014726_PT014745_VB00509_VB02851_VB03936_F
VB04988_R,PT022590_PT022688_F,VB04988_R_+_PT022590_PT022688_F
PT015362_PT015371_VB04448_R,PT009728_PT014507_VB04450_F,PT015362_PT015371_VB04448_R_+_PT009728_PT014507_VB04450_F
LL000740_R,LL000739_F,LL000740_R_+_LL000739_F
LL000969_R,LL000968_F,LL000969_R_+_LL000968_F
LL001049_R,LL001048_F,LL001049_R_+_LL001048_F
PT004952_PT007806_PT022517_PT022615_VB01729_VB02147_VB05775_R,PT002643_F,PT004952_PT007806_PT022517_PT022615_VB01729_VB02147_VB05775_R_+_PT002643_F
PT004955_PT007809_PT022520_PT022618_VB02389_R,VB05090_F,PT004955_PT007809_PT022520_PT022618_VB02389_R_+_VB05090_F
PT002067_VB02262_VB02550_R,PT002068_VB02260_VB02549_VB04044_VB05780_F,PT002067_VB02262_VB02550_R_+_PT002068_VB02260_VB02549_VB04044_VB05780_F
PT002069_VB02511_R,PT002070_PT022529_PT022627_VB02509_VB04059_F,PT002069_VB02511_R_+_PT002070_PT022529_PT022627_VB02509_VB04059_F
PT002071_R,PT002072_PT017561_PT017563_PT022530_PT022628_F,PT002071_R_+_PT002072_PT017561_PT017563_PT022530_PT022628_F
PT003345_PT003378_VB00831_R,PT003338_PT003371_VB00830_F,PT003345_PT003378_VB00831_R_+_PT003338_PT003371_VB00830_F
PT008322_VB01878_R,PT000575_PT000623_F,PT008322_VB01878_R_+_PT000575_PT000623_F
PT010231_R,PT010230_F,PT010231_R_+_PT010230_F
PT018145_R,PT018144_F,PT018145_R_+_PT018144_F
PT019138_VB03038_R,PT019137_VB03037_F,PT019138_VB03038_R_+_PT019137_VB03037_F
PT019143_R,PT019142_VB03040_F,PT019143_R_+_PT019142_VB03040_F
PT025118_PT025175_R,PT025117_PT025174_F,PT025118_PT025175_R_+_PT025117_PT025174_F
PT001486_PT013807_VB04183_R,VB00189_VB04174_F,PT001486_PT013807_VB04183_R_+_VB00189_VB04174_F
PT018611_R,PT018608_VB03533_F,PT018611_R_+_PT018608_VB03533_F
LL001312_R,LL000995_F,LL001312_R_+_LL000995_F
LL001335_R,LL000984_F,LL001335_R_+_LL000984_F
LL001594_R,LL000784_F,LL001594_R_+_LL000784_F
PT024418_R,PT024417_VB05587_F,PT024418_R_+_PT024417_VB05587_F
LL000956_R,LL000959_F,LL000956_R_+_LL000959_F
LL001191_R,LL001085_F,LL001191_R_+_LL001085_F
LL001364_R,LL000952_F,LL001364_R_+_LL000952_F
LL001389_R,LL000926_F,LL001389_R_+_LL000926_F
LL001550_R,LL000832_F,LL001550_R_+_LL000832_F
LL001571_R,LL000802_F,LL001571_R_+_LL000802_F
LL001630_R,LL000759_F,LL001630_R_+_LL000759_F
LL000753_R,LL000747_F,LL000753_R_+_LL000747_F
LL000982_R,LL000976_F,LL000982_R_+_LL000976_F
LL001062_R,LL001056_F,LL001062_R_+_LL001056_F
PT002657_VB02158_R,PT002651_VB02153_F,PT002657_VB02158_R_+_PT002651_VB02153_F
PT025021_PT025044_R,PT025014_PT025037_F,PT025021_PT025044_R_+_PT025014_PT025037_F
PT025068_PT025091_R,PT025061_PT025084_F,PT025068_PT025091_R_+_PT025061_PT025084_F
LL000747_R,LL000743_F,LL000747_R_+_LL000743_F
LL000976_R,LL000972_F,LL000976_R_+_LL000972_F
LL001056_R,LL001052_F,LL001056_R_+_LL001052_F
PT002651_VB02153_R,PT002647_VB02149_F,PT002651_VB02153_R_+_PT002647_VB02149_F
PT018175_R,PT018174_F,PT018175_R_+_PT018174_F
PT019112_VB03025_R,PT019111_VB03024_F,PT019112_VB03025_R_+_PT019111_VB03024_F
PT019126_R,PT019125_VB03030_F,PT019126_R_+_PT019125_VB03030_F
PT019146_R,PT019145_VB03041_F,PT019146_R_+_PT019145_VB03041_F
VB00272_R,VB00271_F,VB00272_R_+_VB00271_F
PT000233_PT013268_R,PT000217_PT013252_F,PT000233_PT013268_R_+_PT000217_PT013252_F
VB00617_R,VB00616_F,VB00617_R_+_VB00616_F
VB02010_R,VB02009_F,VB02010_R_+_VB02009_F
LL001214_R,LL001207_F,LL001214_R_+_LL001207_F
LL001353_R,LL001346_F,LL001353_R_+_LL001346_F
LL001425_R,LL001418_F,LL001425_R_+_LL001418_F
LL001444_R,LL001437_F,LL001444_R_+_LL001437_F
LL001461_R,LL001454_F,LL001461_R_+_LL001454_F
LL001495_R,LL001488_F,LL001495_R_+_LL001488_F
PT000135_PT013209_R,PT000141_PT013215_F,PT000135_PT013209_R_+_PT000141_PT013215_F
PT000175_VB01236_VB01928_R,PT000172_VB01228_F,PT000175_VB01236_VB01928_R_+_PT000172_VB01228_F
PT001151_PT013559_VB04169_R,PT007437_F,PT001151_PT013559_VB04169_R_+_PT007437_F
PT002353_R,PT002347_F,PT002353_R_+_PT002347_F
PT004337_R,PT004338_F,PT004337_R_+_PT004338_F
PT010503_R,PT010502_F,PT010503_R_+_PT010502_F
VB02666_R,VB02667_F,VB02666_R_+_VB02667_F
VB04637_R,VB04640_F,VB04637_R_+_VB04640_F
VB05668_R,VB05669_F,VB05668_R_+_VB05669_F
LL000877_R,LL000875_F,LL000877_R_+_LL000875_F
LL000911_R,LL000909_F,LL000911_R_+_LL000909_F
LL001038_R,LL001036_F,LL001038_R_+_LL001036_F
LL001072_R,LL001070_F,LL001072_R_+_LL001070_F
PT002036_PT008675_VB02373_R,PT002037_VB02375_F,PT002036_PT008675_VB02373_R_+_PT002037_VB02375_F
PT002038_VB02378_R,PT000112_PT002039_PT002429_PT002664_PT002833_PT002845_PT002937_PT013190_VB04052_F,PT002038_VB02378_R_+_PT000112_PT002039_PT002429_PT002664_PT002833_PT002845_PT002937_PT013190_VB04052_F
PT002040_PT008676_VB02401_R,PT002041_VB02403_F,PT002040_PT008676_VB02401_R_+_PT002041_VB02403_F
PT001752_R,PT001750_F,PT001752_R_+_PT001750_F
PT001756_R,PT001754_F,PT001756_R_+_PT001754_F
PT001760_VB03435_VB05897_R,PT001758_VB03436_F,PT001760_VB03435_VB05897_R_+_PT001758_VB03436_F
PT001764_R,PT001762_F,PT001764_R_+_PT001762_F
PT001768_R,PT001766_F,PT001768_R_+_PT001766_F
PT002042_PT008673_VB02438_R,PT002043_VB01415_F,PT002042_PT008673_VB02438_R_+_PT002043_VB01415_F
PT003322_PT003355_VB01300_R,PT003321_PT003354_VB00829_F,PT003322_PT003355_VB01300_R_+_PT003321_PT003354_VB00829_F
VB00976_VB03913_R,VB00981_F,VB00976_VB03913_R_+_VB00981_F
VB01301_R,VB01333_F,VB01301_R_+_VB01333_F
VB01302_R,VB01334_F,VB01302_R_+_VB01334_F
LL001207_R,LL001203_F,LL001207_R_+_LL001203_F
LL001346_R,LL001342_F,LL001346_R_+_LL001342_F
LL001418_R,LL001414_F,LL001418_R_+_LL001414_F
LL001437_R,LL001433_F,LL001437_R_+_LL001433_F
LL001454_R,LL001450_F,LL001454_R_+_LL001450_F
LL001488_R,LL001484_F,LL001488_R_+_LL001484_F
PT000141_PT013215_R,PT000130_PT013204_F,PT000141_PT013215_R_+_PT000130_PT013204_F
PT000172_VB01228_R,PT000179_VB01219_VB01922_F,PT000172_VB01228_R_+_PT000179_VB01219_VB01922_F
PT000754_PT013384_R,PT000676_PT000738_PT000741_PT000755_PT013348_PT013374_PT013385_VB04567_F,PT000754_PT013384_R_+_PT000676_PT000738_PT000741_PT000755_PT013348_PT013374_PT013385_VB04567_F
PT000772_PT013398_R,PT000672_PT000735_PT000773_PT013344_PT013372_PT013399_F,PT000772_PT013398_R_+_PT000672_PT000735_PT000773_PT013344_PT013372_PT013399_F
PT002459_VB03499_R,PT002461_VB03496_F,PT002459_VB03499_R_+_PT002461_VB03496_F
PT002903_PT002912_VB03526_R,PT002905_PT002914_VB03522_F,PT002903_PT002912_VB03526_R_+_PT002905_PT002914_VB03522_F
LL001173_R,LL001183_F,LL001173_R_+_LL001183_F
LL001372_R,LL001382_F,LL001372_R_+_LL001382_F
LL000716_R,LL001643_F,LL000716_R_+_LL001643_F
LL001426_R,LL001418_F,LL001426_R_+_LL001418_F
PT002354_R,PT002347_F,PT002354_R_+_PT002347_F
LL001310_R,LL001314_F,LL001310_R_+_LL001314_F
LL001333_R,LL001337_F,LL001333_R_+_LL001337_F
LL001592_R,LL001596_F,LL001592_R_+_LL001596_F
PT018601_R,PT018604_VB03490_F,PT018601_R_+_PT018604_VB03490_F
PT025015_PT025038_R,PT025016_PT025039_F,PT025015_PT025038_R_+_PT025016_PT025039_F
PT025062_PT025085_R,PT025063_PT025086_F,PT025062_PT025085_R_+_PT025063_PT025086_F
LL000796_R,LL001583_F,LL000796_R_+_LL001583_F
LL000837_R,LL001539_F,LL000837_R_+_LL001539_F
LL001007_R,LL001301_F,LL001007_R_+_LL001301_F
LL001028_R,LL001271_F,LL001028_R_+_LL001271_F
LL000761_R,LL001625_F,LL000761_R_+_LL001625_F
LL000775_R,LL001605_F,LL000775_R_+_LL001605_F
LL000819_R,LL001564_F,LL000819_R_+_LL001564_F
PT004776_VB04529_R,PT004774_VB04531_F,PT004776_VB04529_R_+_PT004774_VB04531_F
PT005304_R,PT005303_F,PT005304_R_+_PT005303_F
PT019234_R,PT021989_PT022002_PT022013_PT022023_F,PT019234_R_+_PT021989_PT022002_PT022013_PT022023_F
VB00989_R,VB00992_F,VB00989_R_+_VB00992_F
PT001483_PT013804_VB04172_R,PT001476_PT013797_VB04187_F,PT001483_PT013804_VB04172_R_+_PT001476_PT013797_VB04187_F
LL000784_R,LL000791_F,LL000784_R_+_LL000791_F
LL000984_R,LL000991_F,LL000984_R_+_LL000991_F
LL000995_R,LL001002_F,LL000995_R_+_LL001002_F
VB06199_R,VB06200_F,VB06199_R_+_VB06200_F
LL000960_R,LL001360_F,LL000960_R_+_LL001360_F
LL001078_R,LL001079_F,LL001078_R_+_LL001079_F
LL001100_R,LL001101_F,LL001100_R_+_LL001101_F
PT002987_PT003016_PT011851_VB02852_VB03945_VB05704_R,PT003012_PT011847_VB03946_F,PT002987_PT003016_PT011851_VB02852_VB03945_VB05704_R_+_PT003012_PT011847_VB03946_F
VB04609_R,VB00253_F,VB04609_R_+_VB00253_F
VB01321_R,VB01279_F,VB01321_R_+_VB01279_F
VB03667_R,VB05493_F,VB03667_R_+_VB05493_F
VB06141_R,VB05494_F,VB06141_R_+_VB05494_F
LL000144_R,LL000145_F,LL000144_R_+_LL000145_F
LL000478_R,LL000479_F,LL000478_R_+_LL000479_F
LL001157_R,LL001167_F,LL001157_R_+_LL001167_F
LL001256_R,LL001266_F,LL001256_R_+_LL001266_F
LL001401_R,LL001411_F,LL001401_R_+_LL001411_F
LL001503_R,LL001513_F,LL001503_R_+_LL001513_F
LL001195_R,LL001197_F,LL001195_R_+_LL001197_F
LL001368_R,LL001370_F,LL001368_R_+_LL001370_F
LL000324_R,LL000323_F,LL000324_R_+_LL000323_F
LL000746_R,LL000740_F,LL000746_R_+_LL000740_F
LL000975_R,LL000969_F,LL000975_R_+_LL000969_F
LL001055_R,LL001049_F,LL001055_R_+_LL001049_F
LL001554_R,LL001556_F,LL001554_R_+_LL001556_F
LL001575_R,LL001577_F,LL001575_R_+_LL001577_F
LL001634_R,LL001636_F,LL001634_R_+_LL001636_F
LL001393_R,LL001395_F,LL001393_R_+_LL001395_F
PT002650_VB02152_R,PT004952_PT007806_PT022517_PT022615_VB01729_VB02147_VB05775_F,PT002650_VB02152_R_+_PT004952_PT007806_PT022517_PT022615_VB01729_VB02147_VB05775_F
PT003513_R,PT003512_F,PT003513_R_+_PT003512_F
PT012886_VB04023_R,PT012887_VB04024_F,PT012886_VB04023_R_+_PT012887_VB04024_F
PT025699_R,PT025700_F,PT025699_R_+_PT025700_F
VB00012_R,VB00006_F,VB00012_R_+_VB00006_F
VB01730_R,PT008735_F,VB01730_R_+_PT008735_F
VB02831_R,PT012235_F,VB02831_R_+_PT012235_F
VB02832_R,PT012236_F,VB02832_R_+_PT012236_F
VB04612_R,VB00256_F,VB04612_R_+_VB00256_F
PT003324_PT003357_VB00828_R,PT003326_PT003359_VB01292_F,PT003324_PT003357_VB00828_R_+_PT003326_PT003359_VB01292_F
LL000739_R,LL000737_F,LL000739_R_+_LL000737_F
LL000968_R,LL000966_F,LL000968_R_+_LL000966_F
LL001048_R,LL001046_F,LL001048_R_+_LL001046_F
PT002643_R,PT000482_PT002640_VB02145_VB03641_F,PT002643_R_+_PT000482_PT002640_VB02145_VB03641_F
VB01273_R,VB01293_F,VB01273_R_+_VB01293_F
LL001840_R,LL001811_F,LL001840_R_+_LL001811_F
PT001478_PT013799_VB04188_R,PT001477_PT013798_VB04175_F,PT001478_PT013799_VB04188_R_+_PT001477_PT013798_VB04175_F
VB01274_R,VB01294_F,VB01274_R_+_VB01294_F
VB03134_R,VB03137_F,VB03134_R_+_VB03137_F
VB05090_R,PT000488_F,VB05090_R_+_PT000488_F
VB00278_R,VB00277_F,VB00278_R_+_VB00277_F
VB00632_R,VB00630_F,VB00632_R_+_VB00630_F
VB00655_R,VB00653_F,VB00655_R_+_VB00653_F
VB00659_R,VB00657_F,VB00659_R_+_VB00657_F
VB00973_R,VB00971_F,VB00973_R_+_VB00971_F
VB01000_R,VB00998_F,VB01000_R_+_VB00998_F
VB02965_R,VB02962_F,VB02965_R_+_VB02962_F
LL001170_R,LL001134_F,LL001170_R_+_LL001134_F
LL001296_R,LL001022_F,LL001296_R_+_LL001022_F
LL001386_R,LL000942_F,LL001386_R_+_LL000942_F
LL001481_R,LL000901_F,LL001481_R_+_LL000901_F
LL001917_LL001977_R,LL001915_F,LL001917_LL001977_R_+_LL001915_F
PT015347_PT015352_VB04360_R,PT015346_PT015351_VB04359_F,PT015347_PT015352_VB04360_R_+_PT015346_PT015351_VB04359_F
PT015357_PT015366_VB04427_R,PT006684_PT014366_PT015356_VB04426_F,PT015357_PT015366_VB04427_R_+_PT006684_PT014366_PT015356_VB04426_F
VB00875_R,VB00870_F,VB00875_R_+_VB00870_F
VB01848_VB03885_R,VB01852_VB03882_F,VB01848_VB03885_R_+_VB01852_VB03882_F
PT025012_PT025035_R,PT025020_PT025043_F,PT025012_PT025035_R_+_PT025020_PT025043_F
PT025059_PT025082_R,PT001212_PT001225_PT001262_PT013610_PT025067_PT025090_VB01052_F,PT025059_PT025082_R_+_PT001212_PT001225_PT001262_PT013610_PT025067_PT025090_VB01052_F
VB03855_R,VB03854_F,VB03855_R_+_VB03854_F
LL000899_R,LL000897_F,LL000899_R_+_LL000897_F
LL000940_R,LL000938_F,LL000940_R_+_LL000938_F
LL001020_R,LL001018_F,LL001020_R_+_LL001018_F
LL001132_R,LL001130_F,LL001132_R_+_LL001130_F
LL000954_R,LL000958_F,LL000954_R_+_LL000958_F
PT000062_PT001700_VB01596_VB01917_R,PT001698_VB01600_F,PT000062_PT001700_VB01596_VB01917_R_+_PT001698_VB01600_F
PT000583_PT000631_R,PT008310_VB01866_F,PT000583_PT000631_R_+_PT008310_VB01866_F
PT000597_PT000645_R,PT008323_VB01879_F,PT000597_PT000645_R_+_PT008323_VB01879_F
PT001138_PT013550_R,PT001140_PT013552_F,PT001138_PT013550_R_+_PT001140_PT013552_F
PT001142_PT013553_R,PT001144_PT013555_F,PT001142_PT013553_R_+_PT001144_PT013555_F
PT001920_VB01597_VB03255_R,PT001921_VB01601_VB03256_F,PT001920_VB01597_VB03255_R_+_PT001921_VB01601_VB03256_F
PT002057_VB02169_R,PT002056_VB02170_F,PT002057_VB02169_R_+_PT002056_VB02170_F
PT002059_VB02351_R,PT002058_VB02353_F,PT002059_VB02351_R_+_PT002058_VB02353_F
PT002061_VB02436_R,PT002060_VB02437_F,PT002061_VB02436_R_+_PT002060_VB02437_F
LL000048_R,LL000065_F,LL000048_R_+_LL000065_F
LL000448_R,LL000450_F,LL000448_R_+_LL000450_F
LL000750_R,LL000746_F,LL000750_R_+_LL000746_F
LL000807_R,LL000816_F,LL000807_R_+_LL000816_F
LL000843_R,LL000852_F,LL000843_R_+_LL000852_F
LL000858_R,LL000867_F,LL000858_R_+_LL000867_F
LL000873_R,LL000882_F,LL000873_R_+_LL000882_F
LL000907_R,LL000916_F,LL000907_R_+_LL000916_F
LL000979_R,LL000975_F,LL000979_R_+_LL000975_F
LL001034_R,LL001043_F,LL001034_R_+_LL001043_F
LL001059_R,LL001055_F,LL001059_R_+_LL001055_F
LL001647_R,LL000720_F,LL001647_R_+_LL000720_F
LL001616_R,LL000770_F,LL001616_R_+_LL000770_F
LL001781_R,LL001780_F,LL001781_R_+_LL001780_F
PT001308_PT001386_PT013666_PT013717_R,PT001312_PT013670_F,PT001308_PT001386_PT013666_PT013717_R_+_PT001312_PT013670_F
PT001212_PT001225_PT001262_PT013610_PT025067_PT025090_VB01052_R,PT025070_PT025093_F,PT001212_PT001225_PT001262_PT013610_PT025067_PT025090_VB01052_R_+_PT025070_PT025093_F
PT001323_PT013680_R,PT001327_PT013684_F,PT001323_PT013680_R_+_PT001327_PT013684_F
PT003190_PT006232_VB02566_R,PT003189_PT006233_VB02565_F,PT003190_PT006232_VB02566_R_+_PT003189_PT006233_VB02565_F
PT018623_VB03548_R,PT018616_VB03541_F,PT018623_VB03548_R_+_PT018616_VB03541_F
PT025020_PT025043_R,PT025023_PT025046_F,PT025020_PT025043_R_+_PT025023_PT025046_F
PT017379_VB04496_R,PT017380_F,PT017379_VB04496_R_+_PT017380_F
VB00095_VB04405_R,PT007099_PT014387_VB04403_F,VB00095_VB04405_R_+_PT007099_PT014387_VB04403_F
VB00107_R,VB00108_F,VB00107_R_+_VB00108_F
VB00985_R,VB02837_F,VB00985_R_+_VB02837_F
